title,summary,link,published
“ประยุทธ์” เรียกร้องกลางยูเอ็น ประเทศที่มีวัคซีนเหลือควรแบ่งปันให้ประเทศที่ขาดแคลน,"เมื่อวันเสาร์ (25 ก.ย.) ตามเวลาท้องถิ่น พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม กล่าวถ้อยแถลงผ่านคลิปวิดีโอในช่วงการอภิปรายทั่วไปต่อที่ประชุมสมัชชาสหประชาชาติ สมัยสามัญ ครั้งที่ 76 โดยเรียกร้องให้ “ประเทศที่มีวัคซีนและยาที่เกินต่อความต้องการ” แบ่งปันให้แก่ประเทศที่ยังขาดแคลนอยู่



“การแพร่ระบาดของโควิด-19 เป็นเครื่องพิสูจน์ว่าจะไม่มีใครปลอดภัยจากการแพร่ระบาดได้เลย หากทุกคนยังไม่ปลอดภัย ประชาคมโลกจึงต้องเร่งผลักดันให้วัคซีนและยารักษาโรคโควิด-19 เป็นสินค้าสาธารณะของโลก โดยการส่งเสริมให้ทุกคนสามารถเข้าถึงได้อย่างเท่าเทียมและรวดเร็ว” พลเอกประยุทธ์กล่าวผ่านคลิปวิดีโอที่เผยแพร่ที่สำนักงานใหญ่สหประชาชาติ มหานครนิวยอร์ก



“ประเทศที่มีวัคซีนและยาที่เกินต่อความต้องการแล้ว  ควรแบ่งปันให้แก่ประเทศที่ยังขาดแคลนอยู่ ไม่ว่าจะเป็นรูปแบบของการบริจาคหรือการแลกเปลี่ยนระหว่างกัน”



นายกรัฐมนตรีไทยยังระบุว่า ทุกฝ่ายควรเร่งผลักดันความร่วมมือด้านการพัฒนาวัคซีน รวมถึงยาและเวชภัณฑ์ที่จำเป็น เพื่อยกระดับให้ประเทศต่างๆ ทั่วโลกมีอุตสาหกรรมที่เข้มแข็ง และพร้อมสำหรับการรับมือกับโรคระบาดใหม่ที่อาจเกิดขึ้นอีกในอนาคต




ทั้งนี้ ไทยได้รับความช่วยเหลือด้านวัคซีนและด้านสาธารณสุขที่เกี่ยวข้องกับโรคโควิด-19 จากประเทศต่างๆ เช่น สหรัฐฯ ที่บริจาควัคซีนของไฟเซอร์และไบโอเอนเท็คให้ไทยจำนวน 1.5 ล้านโดสเมื่อปลายเดือนกรกฎาคม และประกาศว่าจะบริจาควัคซีนไฟเซอร์ให้ไทยเพิ่มอีก 1 ล้านโดส








กระทรวงการต่างประเทศไทยระบุว่า จีนได้บริจาควัคซีนซิโนแวคให้ไทยแล้ว  1 ล้านโดส และวัคซีนซิโนฟาร์ม 100,000 โดสจากสภากาชาดจีนให้สภากาชาดไทยเมื่อวันที่ 30 สิงหาคม ญี่ปุ่นบริจาควัคซีนแอสตราเซเนกาให้ไทย 1.35 ล้านโดส โดยชุดล่าสุดจำนวน 300,000 โดสเดินทางถึงไทยเมื่อวันที่ 8 กันยายน รวมถึงให้การสนับสนุนด้านระบบการจัดเก็บและขนส่งวัคซีนและมีแผนส่งมอบเครื่องผลิตออกซิเจนให้ไทย นอกจากนี้ อินเดียได้บริจาคเครื่องผลิตออกซิเจน 300 เครื่อง โดยขนส่งถึงไทยเมื่อวันที่ 3 กันยายน



นอกจากนี้ อังกฤษยังบริจาควัคซีนแอสตราเซเนกาจำนวน 415,000 โดสให้ไทย โดยถึงไทยเมื่อวันที่ 4 สิงหาคม และสวิตเซอร์แลนด์บริจาคชุดตรวจ Antigen Test Kit จำนวน 1.1 ล้านชุด และเครื่องช่วยหายใจ 102 เครื่อง ถึงไทยเมื่อวันที่ 29 กรกฎาคม



ข้อมูลจากกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ที่เผยแพร่เมื่อวันเสาร์ ระบุว่า ประเทศไทยมีการฉีดวัคซีนแล้ว 47,296,431 ล้านโดส คิดเป็น 45.3 เปอร์เซ็นต์ของประชากรทั้งหมด โดยมีการฉีดวัคซีนของไฟเซอร์ ซิโนแวค แอสตราเซเนกา และซิโนฟาร์ม




“ประยุทธ์” อวดประสิทธิภาพฟ้าทะลายโจรบรรเทาโควิด กลางเวทียูเอ็น



“ประเทศไทยได้นำเอาพลังของอาสาสมัครในท้องถิ่น และความรู้ด้านการแพทย์แผนไทยและภูมิปัญญาท้องถิ่น มาปรับใช้ในการรับมือกับโควิด-19 โดยมีการสารสกัดจากฟ้าทะลายโจร ซึ่งเป็นสมุนไพรพื้นบ้านของไทย มารักษาบรรเทาโควิด-19 ซึ่งเป็นหนึ่งในตัวอย่างการพัฒนาจากท้องถิ่นที่สามารถนำไปพัฒนาต่อยอดได้” พลเอกประยุทธ์กล่าวในคลิปวิดีโอดังกล่าว



ผู้นำไทยยังเรียกร้องให้ทุกประเทศมุ่งเสริมสร้างความเข้มแข็งของระบบสาธารณสุข โดยเฉพาะการบรรลุหลักประกันสุขภาพถ้วนหน้า และการสนับสนุนการดำเนินงานภายใต้องค์การอนามัยโลก เพื่อเสริมสร้างความมั่นคงทางด้านสุขภาพโลก ซึ่งรวมถึงการหารือเพื่อพิจารณาจัดทำการปรับกระบวนทัศน์ในประเด็นด้านความมั่นคงสุขภาพของโลกที่ให้ความสำคัญกับการเข้าถึงบริการสาธารณสุขอย่างเท่าเทียมและไร้พรมแดน



“ผมเชื่อว่า หัวใจสำคัญของประเด็นนี้ คือการสร้างระบบสาธารณสุขของโลกที่มีภูมิต้านทานเท่าเทียมและเป็นธรรม ซึ่งจะเป็นพื้นฐานสำคัญต่อการฟื้นตัวที่ยั่งยืนต่อไป การรับมือกับวิกฤตโควิด-19 ไม่ใช่การลงแข่งขันกีฬาประเภทเดี่ยวที่จะต้องมีผู้แพ้ ผู้ชนะ แต่เป็นการแข่งขันกีฬาประเภททีมที่เราทุกคนอยู่ทีมเดียวกัน ดังนั้น ชัยชนะสำหรับทุกคนคือเป้าหมายร่วมกัน” พลเอกประยุทธ์กล่าว



“ปัจจุบัน เราเริ่มเห็นพัฒนาการเชิงบวกในการรับมือกับโควิด-19 รวมทั้งความร่วมมือด้านการผลิตและการจัดสรรวัคซีนในหลายๆ ประเทศ ทั้งในระดับทวิภาคีและผ่านโครงการความร่วมมือต่างๆ ผมจึงเชื่อมั่นว่าเราจะสามารถเอาชนะวิกฤตด้านสาธารณสุขครั้งนี้ไปด้วยกันในที่สุด”






ไทยบริจาคเงิน 150,000 ดอลลาร์ ช่วยวิกฤตอัฟกัน- ส่งเสริมการทูตพหุภาคีต่อสถานการณ์ในเมียนมา



พลเอกประยุทธ์กล่าวต่อว่า ไทยพยายามมีบทบาทต่อเนื่องในการส่งเสริมการรักษาสันติภาพและความมั่นคงตลอดทั้งกระบวนการ และบรรลุสันติภาพที่ยั่งยืนในกรอบคณะกรรมาธิการเสริมสร้างสันติภาพ และได้บริจาคเงินสมทบกองทุนเสริมสร้างสันติภาพ ขณะเดียวกัน เจ้าหน้าที่ตำรวจและทหารของไทยยังคงปฏิบัติหน้าที่ในสหประชาชาติ เพื่อสนับสนุนภารกิจการส่งเสริมสันติภาพของสหประชาชาติ โดยเชื่อว่า การส่งเสริมการพัฒนาจะช่วยแก้ไขปัญหาความขัดแย้งจากต้นเหตุได้อย่างแท้จริง



“ประเทศไทยมีความห่วงกังวลเกี่ยวกับสถานการณ์ด้านมนุษยธรรมในอัฟกานิสถาน จึงบริจาคเงิน 150,000 ดอลลาร์ เพื่อสนับสนุนหน่วยงานของสหประชาชาติในการดำเนินงานเพื่อบรรเทาวิกฤตด้านมนุษยธรรมในประเทศดังกล่าว ซึ่งเป็นประเทศร่วมภูมิภาคเอเชีย” ผู้นำไทยกล่าว 




เขาระบุด้วยว่า ไทยยืนยันส่งเสริมใช้การทูตพหุภาคีเพื่อเสริมสร้างสันติภาพและสมานฉันท์ในเมียนมา โดยไทยในฐานะเพื่อนบ้านที่ใกล้ชิดของเมียนมา และประเทศสมาชิกอาเซียน ได้ติดตามพัฒนาการในเมียนมาอย่างต่อเนื่อง และส่งเสริมการดำเนินการตามฉันทามติห้าข้อของที่ประชุมผู้นำอาเซียน ควบคู่กับการร่วมมือด้านสาธารณสุขและความช่วยเหลือด้านมนุษยธรรม



สำหรับประเด็นอื่นๆ ที่พลเอกประยุทธ์กล่าวในที่ประชุมครั้งนี้ ได้แก่ การจัดทำยุทธศาสตร์ของไทยเพื่อเพื่อมุ่งไปสู่การปล่อยก๊าซคาร์บอนไดออกไซด์ที่เป็นศูนย์ ภายในปีพ.ศ. 2608-2613 และเป้าหมายเพิ่มสัดส่วนการผลิตไฟฟ้าโดยใช้พลังงานหมุนเวียนไม่น้อยกว่าร้อยละ 50 รวมถึงให้มีรถยนต์ไฟฟ้าเพิ่มขึ้นในท้องถนนเป็นสัดส่วน 3 ใน 10



นอกจากนี้ ยังมีประเด็นการผลักดันให้โครงการพัฒนาระเบียงเศรษฐกิจพิเศษภาคตะวันออก เป็นศูนย์กลางของเศรษฐกิจสร้างสรรค์ การดำเนินการเพื่อบรรลุเป้าหมายการบรรลุการพัฒนาที่ยั่งยืน การให้ความสำคัญกับระบบอาหารโลกผ่านเกษตรทฤษฎีใหม่ เป็นต้น



ทั้งนี้ พลเอกประยุทธ์ไม่ได้เข้าร่วมประชุมสมัชชาสหประชาชาติ สมัยสามัญ ครั้งที่ 76 ด้วยตนเอง แต่มอบหมายให้นายดอน ปรมัตถ์วินัย รองนายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงการต่างประเทศ เป็นผู้นำทีมไทยในการเข้าร่วมประชุมที่เกี่ยวข้อง โดยนายดอนมีกำหนดการเดินทางมายังกรุงวอชิงตันในวันเสาร์นี้เพื่อหารือกับนางแทมมี ดักเวิร์ธ วุฒิสมาชิกสหรัฐฯ เชื้อสายไทย ผู้แทนระดับสูงคนอื่นๆ และพบชุมชนไทยในกรุงวอชิงตัน",https://www.voathai.com/a/%e0%b8%9b%e0%b8%a3%e0%b8%b0%e0%b8%a2%e0%b8%b8%e0%b8%97%e0%b8%98%e0%b9%8c-%e0%b9%80%e0%b8%a3%e0%b8%b5%e0%b8%a2%e0%b8%81%e0%b8%a3%e0%b9%89%e0%b8%ad%e0%b8%87%e0%b8%81%e0%b8%a5%e0%b8%b2%e0%b8%87%e0%b8%a2%e0%b8%b9%e0%b9%80%e0%b8%ad%e0%b9%87%e0%b8%99-%e0%b8%9b%e0%b8%a3%e0%b8%b0%e0%b9%80%e0%b8%97%e0%b8%a8%e0%b8%97%e0%b8%b5%e0%b9%88%e0%b8%a1%e0%b8%b5%e0%b8%a7%e0%b8%b1%e0%b8%84%e0%b8%8b%e0%b8%b5%e0%b8%99%e0%b9%80%e0%b8%ab%e0%b8%a5%e0%b8%b7%e0%b8%ad%e0%b8%84%e0%b8%a7%e0%b8%a3%e0%b9%81%e0%b8%9a%e0%b9%88%e0%b8%87%e0%b8%9b%e0%b8%b1%e0%b8%99%e0%b9%83%e0%b8%ab%e0%b9%89%e0%b8%9b%e0%b8%a3%e0%b8%b0%e0%b9%80%e0%b8%97%e0%b8%a8%e0%b8%97%e0%b8%b5%e0%b9%88%e0%b8%82%e0%b8%b2%e0%b8%94%e0%b9%81%e0%b8%84%e0%b8%a5%e0%b8%99/6245586.html,26_09_2021
ทูตไทย เผย สหรัฐฯเริ่มการประสานคุยคณะทำงานส่งมอบวัคซีน 1 ล้านโดสแล้ว,เอกอัครราชทูตไทยประจำสหรัฐฯเผยเตรียมประชุมคณะทำงานกับฝ่ายสหรัฐฯเพื่อเดินหน้าส่งมอบวัคซีนบริจาคจำนวน 1 ล้านโดสในสัปดาห์หน้า ยืนยันไม่เคยได้รับหรือมีการจัดทำเอกสารจากฝ่ายสหรัฐฯเกี่ยวกับการส่งมอบวัคซีนมาก่อน,https://www.voathai.com/a/thai-ambassador-interview-on-1-million-dosses-us-vaccine-donate-to-thailand-voa-thai/6245439.html,26_09_2021
